respondent_id,xyz_vaccine,seasonal_vaccine
26778,0.12067407267403678,0.08554291562658277
26779,0.12222204136945636,0.5299805483466671
26780,0.11829332824237322,0.9659567413571915
26781,0.04080102044071674,0.49223012564932134
26782,0.04205481803531767,0.2822581081395389
26783,0.07477476713567374,0.3376318435998381
26784,0.4142003764174673,0.8791503121555833
26785,0.3698063199537708,0.5684854658133567
26786,0.08199025039279663,0.30414374540108124
26787,0.09788419995094655,0.5082521816166692
26788,0.09839416259704196,0.9040761695513061
26789,0.011738816537363278,0.22962371104120458
26790,0.058444172914756586,0.29245313856810595
26791,0.08327243723628071,0.12993741898244457
26792,0.18883158696930133,0.7396758083340002
26793,0.1283552650282781,0.9061301986848456
26794,0.785238081074871,0.895935914456908
26795,0.04940111051242614,0.9568176180003213
26796,0.08980107386664692,0.06058456674314654
26797,0.11673877018516605,0.6405544640899403
26798,0.20263579533666465,0.16192713597659114
26799,0.2620883276275541,0.20066131213549893
26800,0.03347356656464367,0.9169848768434136
26801,0.2628267587845479,0.3848821533861461
26802,0.08376591720382683,0.16426897880961663
26803,0.06803717961060873,0.1906052574143845
26804,0.07793024764840988,0.1274146772149435
26805,0.09375914155666769,0.22291295158009225
26806,0.08109893325507384,0.9177723336671955
26807,0.7029688925013365,0.95607669810205
26808,0.2455777533424589,0.5728391306269865
26809,0.7031729880009366,0.14510400656839564
26810,0.0443635064506615,0.11030765156034275
26811,0.04384982392865679,0.055624916025769536
26812,0.17217359507116795,0.6419860016567615
26813,0.3363332336203514,0.3309744549545863
26814,0.0322301003436849,0.5113873392157716
26815,0.043618821325607425,0.08724268430718295
26816,0.04904924988640032,0.206064184483212
26817,0.1685002196735103,0.7710505335093075
26818,0.0656750153022764,0.3219795688018383
26819,0.3745841860281193,0.43061007180574695
26820,0.0741797707151626,0.2738615092856926
26821,0.09326710204948807,0.5918135880108791
26822,0.27476297346054357,0.614539655413883
26823,0.4472941403010752,0.5676582761540937
26824,0.035585533769895296,0.6910186988379967
26825,0.3809514516184017,0.7147395405323427
26826,0.09672271073531147,0.7640069040657885
26827,0.030693519271866653,0.09089389823416638
26828,0.155995214808497,0.6799614379702303
26829,0.6140603370450013,0.9287741974984621
26830,0.08110039398700765,0.7732407443412599
26831,0.23881180570807917,0.8550611923345288
26832,0.14115807152570334,0.8524474965138147
26833,0.00435897479129459,0.26969311543692553
26834,0.0921595122935433,0.4209987714146812
26835,0.388120125758145,0.9029790236824842
26836,0.15166461451674293,0.6478584615260485
26837,0.03069808346356198,0.011360346404461298
26838,0.10683895460387811,0.4776732915145422
26839,0.14603012251457886,0.5273772367421313
26840,0.0912697638206232,0.1303279926040261
26841,0.3758663128793192,0.7921293279771602
26842,0.07626457433147653,0.1822996282898632
26843,0.03841639826910297,0.01594868737062572
26844,0.07337722862547658,0.5381550014344808
26845,0.04448745264504343,0.6753830726868436
26846,0.06980996394692504,0.7540825982815522
26847,0.29925139425555713,0.13320925574966616
26848,0.042407241284657046,0.6612804148669967
26849,0.11351759694999465,0.5157111924835212
26850,0.46179415797661844,0.5960028210867423
26851,0.031015162414024543,0.06559569121975276
26852,0.03247523014753326,0.06934850285788084
26853,0.502183795421969,0.5773799423222856
26854,0.014182165070764429,0.07477830197301935
26855,0.5869358606422848,0.8657852347653814
26856,0.09812625711491611,0.026295535151792133
26857,0.39899568131901864,0.16736280624749073
26858,0.13650235997371146,0.6308261203925515
26859,0.06324178582244978,0.09427915378474903
26860,0.1273037345829394,0.0787892147643683
26861,0.0889260361262165,0.07757580978343266
26862,0.11046848438602722,0.24368177130551677
26863,0.2072883273122065,0.4277082516940255
26864,0.4962577656478932,0.38255884854230704
26865,0.01515768337631082,0.03939214804100111
26866,0.24533233580551797,0.6815150484374222
26867,0.09980657952399248,0.17402086922556392
26868,0.7845412490849752,0.9370279486745694
26869,0.0978449514752201,0.2861147029787123
26870,0.6709416705064134,0.8773108012668176
26871,0.05189704229141568,0.04775208969789432
26872,0.04152955222228844,0.24201732853822625
26873,0.12239722807808251,0.8466848256260853
26874,0.04540064649498891,0.09653120789584978
26875,0.6274447432989172,0.9069907824983284
26876,0.04679340495656654,0.045621735281876866
26877,0.04136280561904031,0.09959198900525694
26878,0.13791075125983857,0.14257987188144872
26879,0.010732106278277377,0.0178160591280621
26880,0.0369821851228784,0.08161317933214142
26881,0.025237183736276383,0.07529546086703295
26882,0.018362849689122676,0.07236600189554498
26883,0.05781719655151328,0.236144638583662
26884,0.07631726649600121,0.19127893831962434
26885,0.2363128970374633,0.822057831615408
26886,0.10528863151372134,0.7790382360274051
26887,0.6401019230967906,0.9023361934896648
26888,0.8652842222461519,0.9451355524121435
26889,0.04520290779470499,0.1478412072348595
26890,0.08346055008998579,0.32439645563066777
26891,0.2832309077679059,0.492698264999255
26892,0.12673517602093246,0.8321987334248176
26893,0.05058106580964947,0.20760187255873266
26894,0.20364427510554245,0.30278972401975063
26895,0.08018450900849144,0.8546824561639853
26896,0.05019135960975256,0.07858098751219772
26897,0.05990063667363044,0.384062238766791
26898,0.24381586712232756,0.6974379706595396
26899,0.05137156278716908,0.05226495803036862
26900,0.14843427514445606,0.2833357415211844
26901,0.006249689716089469,0.2048002440184472
26902,0.27104998202120356,0.9465515511370122
26903,0.10567445936408297,0.03870394674663454
26904,0.041904597728624655,0.314510494983833
26905,0.3579586930128443,0.7967508828584635
26906,0.06943865143645886,0.355514323434357
26907,0.010859981354988517,0.5692830191584294
26908,0.1422811217709646,0.740452006210188
26909,0.06621706402229424,0.29278399521650755
26910,0.10169979774512235,0.2178301015518994
26911,0.03693748387535203,0.05190634779800859
26912,0.44694517951958096,0.9334474193569648
26913,0.7418888458047121,0.8867941969270474
26914,0.05803573134964779,0.12865727830636284
26915,0.12855151760198896,0.6851920868597879
26916,0.06269670101936772,0.38000704097457827
26917,0.004507092853830642,0.008557621966373267
26918,0.7601813131672812,0.9225093070643406
26919,0.3170764831617412,0.5993159864627856
26920,0.021576082683807996,0.12617434866027447
26921,0.11175281499048079,0.8564167837218918
26922,0.060154431696911335,0.6712915070139264
26923,0.10767579496648808,0.5391418970443425
26924,0.6502907666517642,0.891189554866005
26925,0.1068633609676255,0.6027523521765743
26926,0.5912005595374903,0.4216774842647994
26927,0.31592839236277065,0.6596707321866785
26928,0.05833799149890038,0.522941599155643
26929,0.10211500733528883,0.19173321031763046
26930,0.670353268132452,0.9063536548534848
26931,0.09949319854984905,0.31654537260628857
26932,0.06098278348167354,0.8791453549874532
26933,0.10666479574324887,0.7435034255995998
26934,0.5355826364304583,0.6897704812289167
26935,0.16958770311881405,0.4407249774225231
26936,0.4118007857161919,0.17004045038264187
26937,0.2878617083078067,0.7644534644985336
26938,0.07961871397439318,0.057317355864439
26939,0.04985315320766566,0.05158253936359934
26940,0.058358499175933366,0.11718898585261013
26941,0.05470681011566519,0.45832998165902183
26942,0.6234184532325558,0.8015339539667263
26943,0.14345222849929104,0.6233246532946319
26944,0.07090422182896003,0.1591588174352681
26945,0.12675575524984753,0.6145033889145589
26946,0.17059209833011824,0.7273446335414866
26947,0.1648316473961609,0.5907668063272029
26948,0.014281447696848422,0.05012915518716184
26949,0.02202231908601584,0.046029678121381055
26950,0.038054977625713096,0.5041937998306305
26951,0.07504149383482937,0.3290213522506592
26952,0.8371141008131489,0.9449493350372784
26953,0.7918377646097787,0.9735573019888447
26954,0.048640975691805796,0.16502685833392697
26955,0.18485480774738203,0.6133296426334601
26956,0.11443124735741586,0.2488620276467838
26957,0.029449442449281542,0.9058549806218356
26958,0.30770721933212963,0.753031455576169
26959,0.028971058378645553,0.22383050964824044
26960,0.04096244965057899,0.059354377771075474
26961,0.23011378846015407,0.5641961084351031
26962,0.18315505757591216,0.9181414209528905
26963,0.1545420801895187,0.29560200433686723
26964,0.09943614044678485,0.22615889769394482
26965,0.82169544801985,0.9475188982646963
26966,0.014702997619983805,0.029295730079826287
26967,0.1530323795632997,0.42251802370788716
26968,0.04208840057115251,0.8151177512222431
26969,0.03867262665618248,0.195158625470775
26970,0.6785051028835124,0.3455852069799919
26971,0.10914079058735378,0.31391229053423475
26972,0.006649420145790209,0.021418256137590047
26973,0.054152578889190894,0.13310863111069765
26974,0.09791353375226396,0.3320351124374817
26975,0.0719551362073645,0.6377050408178947
26976,0.8908744845656271,0.5907933451372744
26977,0.0588301595306153,0.31446339393793116
26978,0.017738555433905717,0.8058751553674485
26979,0.3005305168991374,0.6265182854489961
26980,0.04923103975267339,0.08386975437438461
26981,0.05000848967791245,0.25121161294976285
26982,0.7031424801994252,0.870113190434253
26983,0.17343848689024002,0.6130704457649716
26984,0.08123077262951381,0.1776179614909836
26985,0.01864344802531724,0.08104629814862672
26986,0.1897503127862896,0.6377822787502317
26987,0.07075083570709526,0.1781895311460323
26988,0.03438368083803284,0.1064214127312163
26989,0.3346879139605145,0.7487631105269091
26990,0.014165993897131616,0.06377314289549438
26991,0.2531404905860482,0.5221768846303289
26992,0.2785934040151049,0.4307786679570782
26993,0.151373419199282,0.8597022403556058
26994,0.15872794450142805,0.44258827774269077
26995,0.1777886657441304,0.4626333759468953
26996,0.19152290447848863,0.2479042432855979
26997,0.020677179190167688,0.0707775070940084
26998,0.04713399814035417,0.05223177355184154
26999,0.3988342798245701,0.5456051003145322
27000,0.12954349653453437,0.40713952962072125
27001,0.04406560716225961,0.7990544569112643
27002,0.009247392380974656,0.17759944596788874
27003,0.023184933278380435,0.05292704004593849
27004,0.10500974422687138,0.26097474564227374
27005,0.3516838348820432,0.7780528171712594
27006,0.7560110864939837,0.921844716337497
27007,0.060273171680393055,0.1341430423365468
27008,0.04830311923781761,0.05572425946475972
27009,0.0552070643490492,0.2608053514521692
27010,0.05528530722383024,0.14123190502592467
27011,0.08835100749943449,0.14562372031954415
27012,0.280214364974975,0.6319648425430067
27013,0.10701350623003308,0.43349805887847065
27014,0.01726655148144184,0.2022804918760509
27015,0.07960352126486861,0.18629852969068825
27016,0.1670258477679768,0.33632795227155377
27017,0.4445700162965249,0.7057614835831565
27018,0.08614913837411345,0.295483627614855
27019,0.899481957633852,0.9642244468438576
27020,0.19495351611664363,0.23986149721234895
27021,0.12139580117630384,0.5426515228074977
27022,0.18978349884311074,0.18267251176045549
27023,0.13267649851419963,0.16786678393196613
27024,0.1148688581098953,0.2564232793385007
27025,0.04547785529304228,0.0202345427842919
27026,0.056930398624545665,0.3092982620142433
27027,0.09400150439310992,0.7610464962965486
27028,0.385715341018357,0.8817828720027053
27029,0.1091435354950391,0.32165401211439704
27030,0.15787211955004823,0.2528052919582958
27031,0.21983720247426172,0.8300703514586714
27032,0.17605301982541718,0.4441695719365152
27033,0.3228478084934892,0.7452901030773674
27034,0.008447095139784932,0.6570880075485036
27035,0.23372628238761928,0.36112126343097645
27036,0.2067386912960755,0.686040189840273
27037,0.6283955338742547,0.8041726622900639
27038,0.02638516198789823,0.03147646664100557
27039,0.74646778979226,0.9268606484975075
27040,0.17200762794834693,0.13941836985855213
27041,0.15111764573237393,0.579047915418588
27042,0.06926747763438272,0.5358353168249524
27043,0.5759852653595848,0.8038668828221004
27044,0.007151767584821698,0.03226197601444522
27045,0.17564823633399343,0.5354197534808726
27046,0.049919120961656405,0.10756950250568567
27047,0.5279685264062426,0.4080756210132523
27048,0.1416553302896869,0.34927886765403265
27049,0.25035877659262007,0.8936644605134011
27050,0.044956326932395804,0.5585737881595845
27051,0.12508374723055649,0.24510733421370323
27052,0.10020113897471301,0.24930513365289342
27053,0.8860185126755236,0.9663740224896655
27054,0.03442336751624758,0.06331386518481688
27055,0.11509811050846341,0.8488758572496412
27056,0.016173625974279692,0.03118418195817416
27057,0.028930027377270528,0.030202972799699954
27058,0.8290920679695701,0.8991733436249416
27059,0.06540853187782653,0.21434149331620503
27060,0.02860651779479355,0.43138743471938884
27061,0.06819580653528377,0.3518982630177697
27062,0.051697592512535195,0.48798886992242996
27063,0.06210859972659888,0.5630583621770812
27064,0.19901310025988345,0.46530569217598905
27065,0.05873596621356388,0.3649556864244537
27066,0.04641237909963349,0.6116353680908129
27067,0.4454908162734654,0.7423010007832449
27068,0.8749883340236219,0.9480185981510997
27069,0.5658467694503523,0.9497421487692884
27070,0.03792209483310721,0.05561592530650235
27071,0.05898391507902478,0.08125926560408923
27072,0.05139984944620514,0.7441526664852424
27073,0.02816529590404196,0.8566284205214834
27074,0.03977071502127316,0.28919891265648234
27075,0.6993960462781859,0.8551571527507473
27076,0.5818381925282008,0.7730374417262478
27077,0.033085412677362834,0.09024706920498254
27078,0.3082523996466216,0.8271403302361473
27079,0.30488309273174774,0.9404552482516535
27080,0.07536898784393764,0.25392396233335507
27081,0.018795416255663364,0.6804959382602891
27082,0.2511544232379821,0.43652208554097677
27083,0.04780549932908412,0.2546681662914012
27084,0.8615956368521607,0.7021663161330255
27085,0.04934239767460238,0.013782245674474789
27086,0.05488761200086593,0.09983553968802676
27087,0.2022868437194893,0.3208138865597158
27088,0.20826448112605866,0.7389604632453634
27089,0.13527569829699465,0.2368407732972613
27090,0.2364736936346233,0.6171730987463234
27091,0.3735806985096025,0.17506879607152093
27092,0.1252298303009091,0.2908371673079995
27093,0.19025433960487964,0.2773487503018721
27094,0.008498192938637423,0.03463619332788901
27095,0.07511498568454704,0.5496058403288968
27096,0.019666365060199892,0.21869347747670315
27097,0.5799907584047246,0.7701039147050442
27098,0.3987059341213511,0.8398916150163223
27099,0.1639996377067843,0.4907425479856493
27100,0.05982564122939286,0.7721438857417439
27101,0.07284721288292051,0.6555087901097817
27102,0.0939074425604609,0.8212422354178192
27103,0.024678975046027157,0.05305793632178123
27104,0.30914800955336946,0.5150048406250871
27105,0.06265042131300576,0.4150971324503364
27106,0.6415106123566047,0.8951617863553293
27107,0.39836842982645404,0.688230477776507
27108,0.11789713365241719,0.26989763247807147
27109,0.07221924400616053,0.25376410695650115
27110,0.10675840409660031,0.3581794658511537
27111,0.04058239629920725,0.39114972448144586
27112,0.18097789964179548,0.6424582879588314
27113,0.09099108342673964,0.25493789829552144
27114,0.08756294803815348,0.20843908133436925
27115,0.4965012606429018,0.8691987076811156
27116,0.20511043002653337,0.9340436698798082
27117,0.05727151352513889,0.11614891668097807
27118,0.15707549517870714,0.5764465040170089
27119,0.0771354359013116,0.3103958530506485
27120,0.3614271339094659,0.9853432163902232
27121,0.014540816070381343,0.70084432582786
27122,0.0433698452265098,0.2468700796098106
27123,0.03725654648368151,0.09910205430939298
27124,0.02518279768745331,0.07103131673466782
27125,0.0261226369440258,0.032916656107011076
27126,0.2768051146556614,0.07765577967841683
27127,0.06898565554880116,0.07869089778841606
27128,0.1677963582372848,0.658359386697243
27129,0.5718422345005496,0.5697716329873262
27130,0.11999621224524952,0.20610178521697214
27131,0.055248139641813146,0.07036594007191992
27132,0.512136502763517,0.933475593785683
27133,0.08846993800193055,0.591465054363827
27134,0.6614457188027708,0.9290838523199008
27135,0.1946110723308699,0.5518556656550898
27136,0.08216540658516058,0.5728892408671946
27137,0.06581471192899363,0.20119073315484376
27138,0.15463047694797352,0.5738621618085623
27139,0.09967398788496798,0.08167996907094989
27140,0.8944826056329942,0.9512851251812958
27141,0.5702221037059441,0.8492590627012258
27142,0.07559318605946994,0.33272704583212315
27143,0.3111383917397429,0.5104960551039187
27144,0.05605126536704585,0.05362067118829703
27145,0.3816082886782799,0.6748588973393533
27146,0.038488434795796785,0.9224333952652105
27147,0.06399884899791936,0.24904318590891059
27148,0.18220531618974786,0.14412940106768474
27149,0.29827267453738915,0.17781165481541683
27150,0.6755134986058816,0.9614024420012394
27151,0.1420227056171677,0.7818026062646571
27152,0.022780225801475058,0.2119709463967188
27153,0.22551208806842427,0.8038646892425423
27154,0.6886998895595532,0.8762807874557289
27155,0.1666862739442115,0.6851940308715586
27156,0.015976751989924702,0.37823630860230706
27157,0.008872349191416462,0.44647214105620836
27158,0.08630998752229757,0.41722104411106925
27159,0.048553307453303274,0.14280767948653567
27160,0.2004224970828886,0.19366814840602148
27161,0.34273441427152007,0.5597929236881592
27162,0.129840993274548,0.9485777836793619
27163,0.5245920196507114,0.5248030838563666
27164,0.21310804541981718,0.11937403151800573
27165,0.412431124050445,0.5849984118437018
27166,0.08017647151760408,0.1619640363147532
27167,0.14358686960231545,0.4921128286315069
27168,0.15087840528864346,0.6828667954946661
27169,0.45726626076213345,0.6268338571248634
27170,0.37720302177500337,0.8427082841838492
27171,0.047853746503918354,0.3666335194052446
27172,0.05732482218227157,0.8582376347576062
27173,0.22046474206314778,0.5365650131069142
27174,0.07898288669004523,0.08118587117123108
27175,0.08325475117686389,0.13772860139227375
27176,0.563967246838942,0.9594734748065005
27177,0.825585140096716,0.9479623611786497
27178,0.15950925918933198,0.38702422590071395
27179,0.06800163595644905,0.26110673717321214
27180,0.18293262824717596,0.39125440922720056
27181,0.03272673394793661,0.8090295976088814
27182,0.6367194346101769,0.9208137534558577
27183,0.044009217057553555,0.581997601745674
27184,0.041249826861257693,0.34956927351772427
27185,0.48729089033415546,0.7803479482199666
27186,0.11368402062254944,0.6331045942960355
27187,0.07954628069832996,0.12413206352826905
27188,0.047817799312064695,0.291842259977673
27189,0.04999245395566254,0.5630725086933862
27190,0.39883911393193283,0.7631173580792323
27191,0.12940523149061134,0.9454687783280332
27192,0.5335145416300082,0.7614214405143903
27193,0.014957913481879637,0.07905510083239899
27194,0.08137557253294223,0.35401417874548763
27195,0.02426284551237421,0.10509188549352748
27196,0.3524851648791388,0.26713507641108875
27197,0.054995480526856245,0.6553153733522157
27198,0.9431837090364763,0.9900074565629471
27199,0.03298477207003498,0.1421873615031642
27200,0.27661358659270924,0.6400595985358563
27201,0.7474232091247561,0.9212962979275198
27202,0.05425790909396264,0.024773755246361877
27203,0.04933364661881133,0.08855301162889524
27204,0.02276517051103195,0.0521600124364677
27205,0.07130232334440899,0.2301754892193364
27206,0.15608366745343627,0.2620461535573832
27207,0.08186778793921978,0.15981309351115014
27208,0.8171585791441438,0.7725106973545511
27209,0.13581106433465343,0.2527000393696869
27210,0.3073317381955874,0.38141438853689186
27211,0.09218047802969385,0.26705922371925045
27212,0.6153719891337467,0.9518968414787722
27213,0.5310859152006798,0.44185569306681904
27214,0.02736515410380165,0.06874559371110416
27215,0.1804338869096265,0.834418570968797
27216,0.12447340685876633,0.8798656701812294
27217,0.10820562092624574,0.16837437140871775
27218,0.7036095408552377,0.9634199139710924
27219,0.5096255434959278,0.6824222944272502
27220,0.10119915796754624,0.4307696456355815
27221,0.2062678605997862,0.6412108758508671
27222,0.22736408065197825,0.6358319560852564
27223,0.04957279450934268,0.7011828371912094
27224,0.20419992083669328,0.7013712593647816
27225,0.18419925295434927,0.2755508683581728
27226,0.017703397591813896,0.2640844661378906
27227,0.1601843436523037,0.4257856245055329
27228,0.5015446955847894,0.8354131388127342
27229,0.6851144460187986,0.9177671838767869
27230,0.2285195350269395,0.9766083830585484
27231,0.42577001066967585,0.8047611907481459
27232,0.1041536891955348,0.5185170825605795
27233,0.27468819539578027,0.1723399126199143
27234,0.04328591944025411,0.03017583924078044
27235,0.8953247973060222,0.9576024539296557
27236,0.10567903696208485,0.9342384259833487
27237,0.1848019846704799,0.583685957866688
27238,0.3063644317030945,0.7610222184198044
27239,0.545277867527124,0.2502381694872477
27240,0.10995610663087198,0.4437534686226662
27241,0.07699076167243367,0.2131401599084705
27242,0.11182793625019534,0.4791652328788109
27243,0.03680736219607776,0.07291024427993367
27244,0.0338909868004265,0.09004852653679842
27245,0.14144316200680168,0.4748011177533975
27246,0.7997595686003911,0.9436334508186015
27247,0.18587788758009816,0.9335128164972425
27248,0.10952593789367474,0.5221217529875415
27249,0.11449473719111974,0.6111315505083704
27250,0.10229525933896547,0.27976745086114774
27251,0.09489503599005078,0.3094576631264363
27252,0.36260844058712505,0.6303261186884432
27253,0.08301848024845207,0.9193757328096377
27254,0.8994195746950923,0.9726855490571747
27255,0.14292076258711922,0.33979682783588366
27256,0.5720156165535711,0.9555790798241933
27257,0.44258822446221047,0.5055070864600981
27258,0.47655126945605847,0.8284920743856614
27259,0.5566273669882682,0.9213512680456277
27260,0.14399276681334505,0.43732856941086173
27261,0.12958213456248507,0.6736531431715169
27262,0.19984757440426798,0.5700408931578734
27263,0.044165541218848414,0.07002683462345423
27264,0.06313833581009534,0.07141520682069026
27265,0.02699382218717718,0.18529774765223364
27266,0.16542803767911773,0.30213892143838905
27267,0.13523211811218674,0.7824064753248888
27268,0.020192745725704196,0.19209571592900676
27269,0.723974223091945,0.35116571821342185
27270,0.03523915122904089,0.10291526102730433
27271,0.06362954398896,0.30609778435537766
27272,0.012146537085272807,0.4300067380540087
27273,0.04819501255427698,0.1531495563409616
27274,0.11063171935409179,0.5017994462955719
27275,0.1461179018421841,0.370011045779374
27276,0.010612995562424225,0.10085605040106535
27277,0.04637482092819185,0.8196290972274187
27278,0.15756981708189197,0.32298527257429976
27279,0.11116172613320777,0.29004478761739083
27280,0.24483165687030659,0.33663593295108635
27281,0.07061652514791517,0.3079802807686831
27282,0.07640210297351399,0.900383162971804
27283,0.004878365396377499,0.018609981219431762
27284,0.18007214452736242,0.28028145378432257
27285,0.11061840713795518,0.4496911181538759
27286,0.0874108177958246,0.23431224420648103
27287,0.2515822396223984,0.6476542758768813
27288,0.5916893992844974,0.810556894700155
27289,0.28367031279257965,0.3707217140815352
27290,0.018539225453429387,0.06738648994194438
27291,0.7245705290411157,0.8340265274206953
27292,0.05700976982799252,0.6751762268473176
27293,0.1262988447813416,0.9694470146568123
27294,0.01854592225364787,0.04556889640579428
27295,0.2617803572173059,0.859148298925852
27296,0.06961253439961311,0.7811799404575371
27297,0.061914861007408846,0.7223000632514588
27298,0.08401445750546191,0.2859054887135458
27299,0.3040226622655099,0.7716860578028049
27300,0.1762282753297572,0.9660277183406224
27301,0.0042245578493595596,0.024219830996196883
27302,0.12955274292450805,0.47014589193275785
27303,0.021400231060221556,0.07676347601814447
27304,0.10450008766377672,0.7865257711472213
27305,0.0393068280728745,0.03696531626216808
27306,0.22377841182481129,0.5932591077245127
27307,0.5609953239545469,0.7646030310568361
27308,0.06624981776740307,0.1502333127122632
27309,0.5495335404883502,0.9694609707259303
27310,0.05702704970951703,0.13631104817212528
27311,0.1614607373932034,0.1082059303946232
27312,0.058635909704716827,0.32263763577102395
27313,0.06573234355271292,0.13718228938285132
27314,0.0314009756789061,0.08793346940325472
27315,0.12426438280590033,0.2778616939986993
27316,0.3566205361500568,0.8036714405152708
27317,0.06673223861562338,0.13053852718479347
27318,0.2731995128834776,0.3160309840223008
27319,0.3868842632374607,0.8954368211221406
27320,0.4120002371912919,0.6801713955336526
27321,0.04032702298173684,0.5402261414837359
27322,0.6023641516531948,0.45335780007128323
27323,0.07080620471999251,0.5849897367497785
27324,0.2688357299482871,0.5485905158714083
27325,0.7671502632155044,0.9440330433496088
27326,0.12778825036545338,0.5632117391640005
27327,0.14622958699637473,0.3775852847934781
27328,0.23244906351355793,0.526651471743506
27329,0.10320606179886552,0.31132527663870335
27330,0.01506738568911621,0.5021306214574265
27331,0.09075046566360323,0.19272402103108305
27332,0.18250618668003732,0.956892224800587
27333,0.6136835828453232,0.735280078730865
27334,0.05675704582035896,0.03805396674328986
27335,0.17890589781848262,0.1091488757818686
27336,0.06881916787677217,0.15081208447085834
27337,0.19178995884853514,0.6097765157207012
27338,0.2188548936961818,0.45070303005524204
27339,0.21591284319819967,0.33170896649782494
27340,0.022405330430188077,0.1993394475311827
27341,0.20809637783693358,0.70718522425787
27342,0.0303273888959073,0.624088224286437
27343,0.061917071005268,0.1311568513318304
27344,0.314164895987379,0.5603011157519625
27345,0.06336180045130548,0.35135872341757557
27346,0.8416074621356247,0.9717289854404533
27347,0.73732164532666,0.9549883143630006
27348,0.08939032304350752,0.3131593314491775
27349,0.06431424266283482,0.22604074279296346
27350,0.22064260861835033,0.9483603304133872
27351,0.8370255219125583,0.9060529101749834
27352,0.11356982841336036,0.38513328266977837
27353,0.009046397285846946,0.09189497986662107
27354,0.16600433254736735,0.6597554138527862
27355,0.2639148132311468,0.4677987031360289
27356,0.18581835569331773,0.39008392503308265
27357,0.14594550771003797,0.37164340729300044
27358,0.23681694883220974,0.7580086763557511
27359,0.3437072228158074,0.821129475137147
27360,0.1297023450618636,0.5133085695627685
27361,0.04742131948122662,0.9331894764531661
27362,0.22781681307270682,0.44849159068873
27363,0.14628201799208568,0.2599241085699261
27364,0.07202493329136428,0.4433377143492277
27365,0.3181927785882138,0.6808908963068916
27366,0.500358849611237,0.5895185344785042
27367,0.23333214356351756,0.4493886614853537
27368,0.11601821160530279,0.4958352830253269
27369,0.05144370827988225,0.04882212930118664
27370,0.020544187971354377,0.8096786009728435
27371,0.21335312289424474,0.4412815638170235
27372,0.09224580385494167,0.23829198512765318
27373,0.7511516206039562,0.7395245009594256
